track_name,track_artist,track_id,user_id,playlist_id,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability_binary
Eleanor Rigby - Remastered 2015,The Beatles,0Wv8IXRUDZOfmFJHC1VOFI,anaserrogomes,5TNrZStsGebww70gLplzxr,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.605,0.314,C,-7.631,0.0327,0.916,0.0,0.359,0.836,138.148,1
Spend a Lifetime - Remastered,Jamiroquai,6zOf9uOKdUQOOBXyw4aB6E,anaserrogomes,5TNrZStsGebww70gLplzxr,['dance pop'],0.376,0.308,G,-12.143,0.0294,0.626,0.604,0.0996,0.0619,123.621,0
River Man,Nick Drake,3Uh7rAb7F0XGVpEEDwfH1k,anaserrogomes,5TNrZStsGebww70gLplzxr,"['british folk', 'folk', 'melancholia', 'singer-songwriter']",0.473,0.118,G#,-20.098,0.0339,0.852,0.735,0.112,0.0921,114.521,0
Here I Go Again - 2018 Remaster,Whitesnake,6Nd6ntkzr4t8o1FKPGOSMt,anaserrogomes,5TNrZStsGebww70gLplzxr,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.292,0.823,G,-6.763,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,0
I Know What I Like (In Your Wardrobe) - Remastered 2008,Genesis,1WyzlXMywoEPl8VzIo34dJ,anaserrogomes,5TNrZStsGebww70gLplzxr,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.483,0.831,D,-8.547,0.11,0.082,0.000736,0.142,0.345,84.654,0
Pronúncia do norte,GNR,2qZI8KFLygxDrP39Qy2UfN,anaserrogomes,5TNrZStsGebww70gLplzxr,['portuguese rock'],0.72,0.391,C,-12.948,0.0494,0.714,2.05e-05,0.161,0.219,110.707,1
The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,25tZHMv3ctlzqDaHAeuU9c,anaserrogomes,5TNrZStsGebww70gLplzxr,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.274,0.195,F,-15.289,0.0339,0.753,0.739,0.0774,0.168,115.227,0
I Can See,Mac Miller,3R8CyhJfVjvgIROd5RSGhQ,anaserrogomes,5TNrZStsGebww70gLplzxr,"['hip hop', 'pittsburgh rap', 'rap']",0.699,0.503,F,-9.922,0.0882,0.391,0.0126,0.0996,0.0546,114.86,1
Rock with You - Single Version,Michael Jackson,7oOOI85fVQvVnK5ynNMdW7,anaserrogomes,5TNrZStsGebww70gLplzxr,"['r&b', 'soul']",0.808,0.535,C#,-12.521,0.0353,0.179,9.91e-05,0.158,0.848,114.031,1
Movie,Tom Misch,0kKrJbP4oATz98qQp2iXeC,anaserrogomes,5TNrZStsGebww70gLplzxr,"['indie soul', 'jazz pop']",0.784,0.381,G,-11.446,0.0739,0.394,0.0158,0.268,0.185,122.026,1
O Meu Amor,Chico Buarque,2CfpwIhU6plsp4aycG2Th4,anaserrogomes,5TNrZStsGebww70gLplzxr,"['bossa nova', 'fado', 'mpb', 'tropicalia']",0.515,0.569,C,-7.304,0.037,0.928,0.000189,0.114,0.31,138.687,0
People Are People,Depeche Mode,4WoKuMjwJXuy9IqX6AH5JE,anaserrogomes,5TNrZStsGebww70gLplzxr,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']",0.681,0.829,A,-7.305,0.0626,0.0795,2.09e-06,0.327,0.814,119.975,1
Real,Kendrick Lamar,73eGiraiU7JkIsmFyQyJAv,anaserrogomes,5TNrZStsGebww70gLplzxr,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.652,0.458,C#,-12.272,0.194,0.0282,0.0,0.664,0.174,100.046,1
3AM,Thundercat,0ZgoWqmCBXqyFd67ISSI22,anaserrogomes,5TNrZStsGebww70gLplzxr,"['afrofuturism', 'escape room', 'indie soul']",0.502,0.413,G#,-13.138,0.049,0.841,0.819,0.124,0.0827,167.955,0
Under the Westway,Blur,4ZMWXY7l7LtqaoEAKTDg9M,anaserrogomes,5TNrZStsGebww70gLplzxr,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.484,0.498,C,-9.219,0.0805,0.639,0.00189,0.107,0.207,150.497,0
Galatea's Guitar - 2022 Remastered Version,Gábor Szabó,6L2EhnRo0GsLQknFiN5HYD,anaserrogomes,5TNrZStsGebww70gLplzxr,['spiritual jazz'],0.583,0.417,G#,-11.592,0.0537,0.226,0.846,0.122,0.0712,93.353,0
"Me, Myself and I",Beyoncé,3pxJuMLjNPtiC0fX8EHFlF,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['pop', 'r&b']",0.747,0.47,C#,-9.08,0.0819,0.228,9.86e-05,0.159,0.555,83.615,1
Maxine,Donald Fagen,7fW59TD8pQRSobXp3BslSd,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['sophisti-pop', 'yacht rock']",0.62,0.285,A,-17.394,0.0366,0.617,3.51e-05,0.137,0.141,174.615,1
Ribeira,Jáfu'Mega,10tZlWYAYcJvGgmkN5LCLc,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,['portuguese rock'],0.697,0.86,G,-5.585,0.0426,0.0599,0.00228,0.0644,0.666,128.372,1
Didn't Cha Know,Erykah Badu,7pv80uUHfocFqfTytu1MVi,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",0.753,0.472,D#,-9.761,0.121,0.48,0.0133,0.284,0.816,135.277,1
White Rabbit,Jefferson Airplane,4vpeKl0vMGdAXpZiQB2Dtd,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter']",0.551,0.293,D,-12.503,0.0272,0.486,0.000273,0.0864,0.322,106.798,0
Posthumous Forgiveness,Tame Impala,1KcOU0q9AMXV9xi4tSzzCc,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",0.367,0.613,G,-5.646,0.0297,0.0508,0.00171,0.282,0.0966,153.978,0
YMA,Boozoo Bajou,57c1a9h5kVBhWKQYqbKE8Y,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['downtempo', 'jazztronica', 'trip hop']",0.775,0.341,C,-8.981,0.0936,0.259,0.683,0.239,0.504,79.502,1
Baby I Don't Mind,Sunni Colón,40YkgUfMvXowQd8WuwCqJG,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['alternative r&b', 'indie soul']",0.614,0.408,C,-11.268,0.0962,0.565,0.000169,0.0937,0.521,82.008,1
Plants,Crumb,6IOCLzjYswSEHgpTWwAKO4,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,['neo-psychedelic'],0.494,0.406,B,-10.725,0.0416,0.607,0.53,0.122,0.219,81.067,0
Big Poppa - 2007 Remaster,The Notorious B.I.G.,63BcfK6YAzJYeISaTPr6IO,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.765,0.671,A,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,1
Super Bounce,Duckwrth,0bdNktKwMzf6d4V5BNK1KN,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,['alternative r&b'],0.772,0.61,A,-6.175,0.206,0.239,0.000538,0.124,0.747,74.519,1
Multi-Love,Unknown Mortal Orchestra,0PEXp5yk0sx9dJ8JzwvjJb,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['art pop', 'indie rock', 'indie soul', 'indietronica', 'kiwi rock', 'neo-psychedelic', 'portland hip hop', 'psychedelic pop']",0.784,0.506,D#,-5.243,0.0403,0.571,0.0,0.139,0.545,120.141,1
My Kind of Woman,Mac DeMarco,2OFrAsP5Vrcb0DtsPNsm54,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.501,0.765,F#,-7.063,0.0281,0.00294,0.49,0.184,0.46,91.769,0
First Class,Khruangbin,7JbBwnIVC92yt9eXjQi1lZ,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['indie soul', 'neo-psychedelic']",0.581,0.394,B,-14.825,0.0392,0.0633,0.911,0.637,0.611,83.147,0
"U Say (feat. Tyler, The Creator & Jay Prince)",GoldLink,2p37Mfy2PWajgOS3i2aaep,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,['alternative r&b'],0.926,0.68,D,-7.689,0.196,0.0471,0.000125,0.119,0.458,114.981,1
It Is What It Is,Thundercat,1goTwTL1XZt1uuzohJppxN,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['afrofuturism', 'escape room', 'indie soul']",0.336,0.325,C#,-15.999,0.0351,0.797,0.779,0.104,0.0927,147.361,0
Don't Call My Name,Skinshape,2dXs6WlSVXJX3i99Xw4n2u,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,['psychedelic soul'],0.677,0.565,E,-8.057,0.0361,0.156,0.74,0.108,0.54,90.023,1
Walk On By,Thundercat,6fkL9CjWmjeV6vfDxTp9OZ,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['afrofuturism', 'escape room', 'indie soul']",0.825,0.302,G#,-11.651,0.282,0.204,0.0,0.0762,0.747,94.956,1
Leave My Home,FKJ,769CRTJKBxN0UiVYkHFoCM,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['filter house', 'indie soul']",0.774,0.521,F,-8.921,0.0644,0.766,0.28,0.0811,0.879,157.955,1
I Wish you Roses,Kali Uchis,35SbrfbaSpGUBX7e5BPega,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,['colombian pop'],0.452,0.589,A#,-8.371,0.0458,0.18,0.00048,0.139,0.315,141.692,0
Le Départ,Adi Oasis,0FTpFi1BlqoBVELlh7jK50,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['indie r&b', 'indie soul']",0.678,0.339,A#,-11.187,0.0934,0.823,0.921,0.167,0.478,74.009,1
Good Song,Blur,75WFyYrXPMAWyN6jOBB7IC,anaserrogomes,1cSOqN7zY08VrrV8gw1Tbs,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.651,0.493,F,-9.113,0.0286,0.213,0.538,0.188,0.719,168.544,1
The Heart Part 5,Kendrick Lamar,5MMW4CZsZiZt2iuqAXzzWC,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.7,0.812,C#,-8.128,0.297,0.183,0.0,0.0756,0.801,97.405,1
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",1pGAvZo2axYXAXYiSeYEqY,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['hip hop', 'rap']",0.48,0.61,C,-7.042,0.305,0.0456,0.0,0.313,0.297,90.034,0
Croquetes,PZ,0gi6ZGy8BeQWChpuLtPUHr,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['portuguese indie', 'portuguese rock', 'rap portuense']",0.836,0.408,C#,-12.205,0.0499,0.177,0.676,0.104,0.333,100.005,1
Mãos Atadas,Filipe Karlsson,7LvVnhJSjyoxvZd6VpJVn7,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,No Genre,0.767,0.674,A#,-9.362,0.0522,0.433,0.178,0.0419,0.916,104.071,1
One Day I’ll Fly Away,Vaults,44WXGtTlKNvBNa5FwewsST,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,['vapor pop'],0.206,0.107,C#,-11.506,0.0352,0.906,8.38e-05,0.13,0.073,74.324,0
It Might Be Time,Tame Impala,558ubozatFQlweufvHa3Ip,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",0.585,0.781,D,-3.808,0.0457,0.021,0.000187,0.627,0.336,115.946,0
Breathe Deeper,Tame Impala,3LbZIhU0smEU5SUnxod4j4,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",0.664,0.848,B,-4.51,0.0322,0.0245,0.000127,0.172,0.502,104.998,1
On Track,Tame Impala,0IuE6FnXPCdZ8NLuuvJRhb,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",0.388,0.648,D,-5.578,0.038,0.116,4.19e-06,0.082,0.112,163.861,0
Ants,Tank and The Bangas,6y61PWqUIT6jqR0lElYTiM,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,"['alternative r&b', 'new orleans funk']",0.445,0.612,F,-7.623,0.21,0.474,7e-05,0.125,0.41,171.444,0
Bad Boys Good Sons,Dabeull,6pp6EklNKsnXHTWy6uO1l8,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,['synth funk'],0.623,0.727,C#,-7.329,0.0796,0.171,0.00141,0.187,0.446,82.222,1
Intentions,Terrace Martin Presents The Pollyseeds,0gfqPK6VtyXjBrhjqUmieg,anaserrogomes,1pV2Kiuh1EMJ6yC8oVjB2v,['neo r&b'],0.775,0.415,F,-12.945,0.0494,0.109,0.442,0.132,0.596,103.001,1
Love You so Much,Dabeull,0W8GtthWmWSQvUjgCTNOUk,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.808,0.56,E,-8.451,0.0383,0.238,0.0212,0.0894,0.293,136.17,1
Last Night,Dabeull,4MYW1nmS6luqgtHcqHqHYA,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.773,0.637,C#,-7.397,0.0825,0.049,0.841,0.0435,0.748,80.02,1
Hotel View,Dabeull,3Pafvx9caYw7m4e0lyWgBl,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.828,0.283,C,-10.991,0.0401,0.262,0.14,0.254,0.419,124.073,1
DX7,Dabeull,5GmZtQFlzYvFwPSFrum49Y,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.901,0.584,C#,-7.658,0.0753,0.44,0.00228,0.0646,0.711,110.983,1
Catching Feelings,HolyBrune,1m8pWMskDs3LiXKFJ16we6,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,No Genre,0.733,0.443,D,-8.14,0.0664,0.645,0.0206,0.107,0.562,103.948,1
Ride,Various Artists,3BTf13bno5hPBgy4jh4sVp,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,No Genre,0.705,0.881,F,-5.765,0.0498,0.181,0.000433,0.105,0.663,99.987,1
Tonight - Indastudio 13,Dabeull,3nJRlRaTr6EfKYLWaXGBWf,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.884,0.639,A#,-5.676,0.0752,0.284,0.18,0.072,0.822,99.999,1
New Order,Dabeull,69ctEZ33ya1blxK998piPv,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.657,0.744,B,-5.73,0.037,0.00374,0.248,0.103,0.648,113.494,1
JoyRide,HolyBrune,6WnWNaP97gqu4Zr1bPZeE7,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,No Genre,0.778,0.653,A#,-6.481,0.0331,0.0262,0.00123,0.248,0.534,107.997,1
Supermodel Love,Dabeull,7LK4HYByvUzIQBzcDV7dYY,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.898,0.317,F#,-10.413,0.044,0.39,0.0327,0.0609,0.883,130.456,1
On Time,Dabeull,0asGu28LvcTJPa0vxjyJmw,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,['synth funk'],0.878,0.709,F,-5.566,0.0321,0.0825,0.000599,0.0397,0.573,111.998,1
16h30,Various Artists,0uGKXIsLcQBMy4iTrxdSQw,anaserrogomes,0hEAbJQwZnHcszmAhoGPWh,No Genre,0.697,0.464,A,-8.694,0.0475,0.264,0.00652,0.071,0.262,86.964,1
Your Hand Holding Mine,Yellow Days,0jWHVt7QkVRWCj2Sw2Ncl3,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['bedroom pop'],0.509,0.339,G,-10.64,0.0348,0.716,0.0085,0.126,0.134,118.385,0
Lover Is a Day,Cuco,76tGvMdmFKuiMew33ZNNA9,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['bedroom pop', 'dream pop']",0.406,0.647,D#,-10.453,0.0413,0.0427,0.193,0.1,0.344,180.044,0
if i could i would feel nothing,blackbear,3llShuOEPUsctqV14zlbI8,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['pop'],0.828,0.531,C,-6.183,0.0885,0.271,0.0,0.0793,0.916,119.736,1
Only Ones Who Know,Arctic Monkeys,71ytDkCnYc11VRiRCrhDHX,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.29,0.399,G,-10.696,0.0338,0.902,0.0019,0.105,0.0965,128.37,0
Talking to the Moon,Bruno Mars,1wVuPmvt6AWvTL5W2GJnzZ,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['dance pop', 'pop']",0.498,0.59,C#,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,0
Ouvi Dizer,Ornatos Violeta,73nNXl2PZ1Z6j2pbfl8N8R,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['portuguese rock'],0.526,0.54,E,-6.587,0.0261,0.485,0.0,0.0962,0.384,82.021,0
Holding on to You,Twenty One Pilots,3C3cr2JQwXIhqAHqOardVO,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['modern rock', 'pop', 'pov: indie', 'rock']",0.608,0.776,B,-3.635,0.0511,0.241,0.0,0.0713,0.814,89.996,1
Will He,Joji,6i3K9JRY0Bc6kZZeyMuikL,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['viral pop'],0.618,0.217,A#,-15.372,0.0515,0.836,0.000163,0.538,0.0872,116.014,1
I Ain't Running,Sticky Fingers,1T9E6jqWMgxcHKWQZ2peiA,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['australian reggae fusion', 'australian surf rock', 'reggae fusion']",0.613,0.352,F#,-8.654,0.0317,0.866,1.94e-06,0.368,0.314,117.786,1
ALGUÉM,Miguel Luz,4PVGoQYzGo72ZdSsgy8dy4,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['hip hop tuga'],0.853,0.469,F,-8.525,0.195,0.177,0.0,0.116,0.781,106.538,1
Still Feel Like Your Man,John Mayer,1LM6t24SjQr2bJHqeGIR4U,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['neo mellow', 'singer-songwriter']",0.858,0.6,D,-6.677,0.0631,0.547,0.00117,0.132,0.515,106.023,1
Saw You In A Dream,The Japanese House,1HAfwB3rKZW0DIqNnOGFSE,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['indie pop', 'indietronica', 'modern dream pop', 'pov: indie', 'vapor soul']",0.607,0.451,E,-8.206,0.0286,0.0604,0.0,0.19,0.676,94.054,1
SLOW DANCING IN THE DARK,Joji,0UyljEbX9dqI1K0sqdv6B6,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['viral pop'],0.515,0.479,D#,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964,0
Japanese Denim,Daniel Caesar,1boXOL0ua7N2iCOUVI1p9F,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['canadian contemporary r&b'],0.707,0.238,D#,-8.818,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,1
You Say I'm in Love,Banes World,5Ss6DqCldgTmIo6BekVOJT,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['bedroom pop'],0.625,0.285,C#,-16.686,0.0537,0.438,0.00279,0.192,0.357,140.02,1
I Don't Wanna Waste My Time,Joji,72Qo3U5apeuv91j9BEqJBM,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['viral pop'],0.403,0.234,E,-17.865,0.0531,0.761,0.0618,0.123,0.13,144.226,0
Forget Her,Jeff Buckley,6UuVONmxXwTKN1ISepuAoQ,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['melancholia', 'permanent wave', 'singer-songwriter']",0.441,0.563,A,-5.252,0.0288,0.0981,9.78e-05,0.221,0.282,182.704,0
I Need You,Marc Rebillet,1GQ0EBUPYDdgTugzuflubV,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,No Genre,0.628,0.549,F#,-5.314,0.0491,0.0308,0.000482,0.114,0.343,139.497,1
In Your Eyes,BADBADNOTGOOD,1Xm0HkaGqf0LDouD9Qmo2X,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['canadian modern jazz', 'indie soul']",0.482,0.529,C,-5.95,0.0302,0.453,0.000668,0.109,0.427,79.648,0
Lilac Wine,Jeff Buckley,1StXVL5gClph4z4XzanYko,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['melancholia', 'permanent wave', 'singer-songwriter']",0.262,0.0847,G,-16.413,0.04,0.827,4.82e-05,0.0938,0.0693,180.562,0
Last Goodbye,Jeff Buckley,0y5CnV2idm2KkQEudDjfDT,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['melancholia', 'permanent wave', 'singer-songwriter']",0.539,0.827,D,-5.045,0.038,0.0254,0.000425,0.233,0.523,86.922,0
All We Ever Do Is Say Goodbye,John Mayer,5DydMbw2U5Oh1OckJIsniN,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['neo mellow', 'singer-songwriter']",0.559,0.51,F,-8.294,0.0247,0.288,5.31e-05,0.242,0.327,129.881,0
Glimpse of Us,Joji,6xGruZOHLs39ZbVccQTuPZ,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['viral pop'],0.44,0.317,G#,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,0
Doo Dah,HOMESHAKE,4DBonuVyw5KJyUIIrC7Fmp,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['indie garage rock', 'montreal indie', 'quebec indie']",0.659,0.305,A,-13.277,0.0321,0.596,0.86,0.107,0.376,93.151,1
Moonlight on the River,Mac DeMarco,2fhOljbX79loRcdl47SFye,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.662,0.478,A,-8.631,0.0451,0.252,0.833,0.216,0.43,139.98,1
One More Love Song,Mac DeMarco,0v8J17a6cO0wWp7z731GTd,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.708,0.323,A,-11.199,0.03,0.765,0.52,0.0939,0.502,141.013,1
Still Beating,Mac DeMarco,4LpUpiYoZ2M3Z1kmhn4EQo,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.709,0.496,C#,-10.528,0.0417,0.581,0.191,0.151,0.469,78.477,1
If I Never Knew You - End Title,Various Artists,3qr68QUa50h7jMELcrjV6b,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,No Genre,0.537,0.271,C,-14.782,0.0265,0.694,4.95e-05,0.0746,0.188,108.158,0
When You Look Me In The Eyes,Jonas Brothers,4kf33kU0KAlkNBK9pNbYNU,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['boy band', 'pop']",0.399,0.767,D,-3.732,0.0328,0.0242,0.0,0.306,0.507,135.943,0
A carta que eu nunca te escrevi,Boss AC,74C9wg2k25fyMZzwiWoUmk,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['hip hop tuga'],0.655,0.883,D,-3.6,0.0588,0.00764,0.0436,0.345,0.769,86.018,1
20221102 The Truth,Mac DeMarco,4ZhJuTXXGZrBYh96z32sQz,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['edmonton indie', 'lo-fi indie', 'pov: indie']",0.873,0.173,D#,-22.633,0.0414,0.9,0.713,0.0968,0.695,146.83,1
Sweet Song,Blur,0xkMOpRUY9GaRH3uUKslgu,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.662,0.274,D#,-13.895,0.0264,0.785,0.0465,0.183,0.294,84.396,1
DEARLY DEPARTED,BROCKHAMPTON,7HuaFNJNNgLmk1WTSigmhi,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['boy band', 'rap']",0.318,0.766,A,-6.302,0.0412,0.13,0.166,0.34,0.195,128.378,0
Escapism. - Sped Up,RAYE,3XCpS4k8WqNnCpcDOSRRuz,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['uk contemporary r&b', 'uk pop']",0.435,0.768,F#,-5.352,0.201,0.0857,0.000231,0.0918,0.378,107.588,0
Like You Do,Joji,1MONUudxAjEk76FJvzGhuD,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['viral pop'],0.582,0.199,A#,-10.045,0.0321,0.953,0.00852,0.135,0.0783,66.454,0
Die For You,Joji,26hOm7dTtBi0TdpDGl141t,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,['viral pop'],0.472,0.518,G#,-7.379,0.051,0.383,0.127,0.289,0.154,147.805,0
No Distance Left to Run,Blur,0SaRvx9eYudSCQYNjuCQKX,anaserrogomes,4glFhueLoZAPuKNqRqjCnA,"['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']",0.408,0.208,G,-14.751,0.0342,0.722,0.0285,0.108,0.109,148.715,0
FEEL SOMETHING DIFFERENT,Bea Miller,5STe0hPlbFwIk0OkjNRJLa,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['alt z', 'pop', 'talent show']",0.78,0.715,C,-4.606,0.102,0.125,9.31e-06,0.218,0.365,125.015,1
Stupidisco,Junior Jack,4kqv0fA0vF1vNwlVQqewdL,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['deep house', 'disco house', 'tech house', 'vocal house']",0.748,0.99,C#,-4.79,0.0469,0.0154,0.673,0.181,0.76,125.009,1
SAD GIRLZ LUV MONEY,Amaarae,2pgDBO0ZAgvye7joSmdDm8,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",0.883,0.492,C#,-7.979,0.0725,0.447,0.0019,0.128,0.296,109.974,1
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['dance pop', 'pop']",0.824,0.764,F,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,1
Streets - Disclosure Remix,Doja Cat,4k6Emp6KJ4GNRyf6wUKODl,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['dance pop', 'pop']",0.697,0.701,D,-7.426,0.142,0.393,0.0208,0.28,0.41,117.986,1
Keep Moving,Jungle,6a88fc0zSrVWGPdoj445nJ,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['indie soul', 'uk contemporary r&b']",0.724,0.603,A#,-6.261,0.0317,0.183,0.000469,0.0948,0.569,111.493,1
Tequila - A COLORS SHOW,Nenny,0rUVc7nyw4qXytvodDAlle,anaserrogomes,3GVbdkDzaZnFr4nQ4Lwreb,"['hip hop tuga', 'trap tuga']",0.799,0.531,G,-7.55,0.181,0.754,3.51e-06,0.171,0.561,99.002,1
